count,department_name,intercept,Friday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,January,March,May
1,Fairmount Fire Protection District,1,0,0,0,0,0,0,1,0,0,0
235,Boston Fire Department,1,0,0,0,0,0,0,1,0,0,0
83,West Palm Beach Fire Department,1,0,0,0,0,0,0,1,0,0,0
226,Albuquerque Fire Rescue,1,0,0,0,0,0,0,1,0,0,0
90,Alexandria Fire Department,1,0,0,0,0,0,0,1,0,0,0
117,City of Saint Paul Fire Department,1,0,0,0,0,0,0,1,0,0,0
143,Lexington Fire Department,1,0,0,0,0,0,0,1,0,0,0
51,Starwest Tech RMZ,1,0,0,0,0,0,0,1,0,0,0
385,San Francisco Fire Department,1,0,0,0,0,0,0,1,0,0,0
83,Richland Fire and Emergency Services,1,0,0,0,0,0,0,1,0,0,0
1139,Los Angeles County Fire Department,1,0,0,0,0,0,0,1,0,0,0
422,Orange County Fire Rescue Department,1,0,0,0,0,0,0,1,0,0,0
120,Richmond Fire and Emergency Services,1,0,0,0,0,0,0,1,0,0,0
64,Adams County Fire Protection District,1,0,0,0,0,0,0,1,0,0,0
28,Jersey City Fire Department,1,0,0,0,0,0,0,1,0,0,0
11,Delaware Fire Department,1,0,0,0,0,0,0,1,0,0,0
18,Rogers Fire Department,1,0,0,0,0,0,0,1,0,0,0
25,Jackson County Fire District 3,1,0,0,0,0,0,0,1,0,0,0
27,South Adams County Fire Protection District,1,0,0,0,0,0,0,1,0,0,0
33,East Pierce Fire and Rescue,1,0,0,0,0,0,0,1,0,0,0
263,Tucson Fire Department,1,0,0,0,0,0,0,1,0,0,0
113,The Villages Public Safety Department,1,0,0,0,0,0,0,1,0,0,0
214,Mesa Fire and Medical Department,1,0,0,0,0,0,0,1,0,0,0
48,Golder Ranch Fire District,1,0,0,0,0,0,0,1,0,0,0
15,Fishers Fire and Emergency Services,1,0,0,0,0,0,0,1,0,0,0
4,Toms River Fire District 1,1,0,0,0,0,0,0,1,0,0,0
24,Riviera Beach Fire Rescue,1,0,0,0,0,0,0,1,0,0,0
171,Orlando Fire Department,1,0,0,0,0,0,0,1,0,0,0
90,Newport News Fire Department,1,0,0,0,0,0,0,1,0,0,0
41,New Rochelle Fire Department,1,0,0,0,0,0,0,1,0,0,0
7,City of Westfield Fire Department,1,0,0,0,0,0,0,1,0,0,0
72,Hall County Fire Services,1,0,0,0,0,0,0,1,0,0,0
3,Torrington Fire Department,1,0,0,0,0,0,0,1,0,0,0
737,Miami-Dade Fire Rescue Department,1,0,0,0,0,0,0,1,0,0,0
27,Coral Gables Fire and Rescue Department,1,0,0,0,0,0,0,1,0,0,0
83,Pasco Fire Department,1,0,0,0,0,0,0,1,0,0,0
53,Delray Beach Fire-Rescue Department,1,0,0,0,0,0,0,1,0,0,0
57,Bellevue Fire Department,1,0,0,0,0,0,0,1,0,0,0
10,St Louis Park Fire Department,1,0,0,0,0,0,0,1,0,0,0
57,Northwest Fire District,1,0,0,0,0,0,0,1,0,0,0
15,Beavercreek Township Fire Department,1,0,0,0,0,0,0,1,0,0,0
10,Plainfield Fire Protection District,1,0,0,0,0,0,0,1,0,0,0
126,Broward County Sheriffs Office Department of Fire Rescue,1,0,0,0,0,0,0,1,0,0,0
399,Memphis Division of Fire Services,1,0,0,0,0,0,0,1,0,0,0
8,Noblesville Fire Department,1,0,0,0,0,0,0,1,0,0,0
60,Cosumnes Community Services District Fire Department,1,0,0,0,0,0,0,1,0,0,0
617,Clark County Fire Department,1,0,0,0,0,1,0,1,0,0,0
5,City of Westfield Fire Department,1,0,0,0,0,1,0,1,0,0,0
47,Cosumnes Community Services District Fire Department,1,0,0,0,0,1,0,1,0,0,0
10,Plainfield Fire Protection District,1,0,0,0,0,1,0,1,0,0,0
208,Boston Fire Department,1,0,0,0,0,1,0,1,0,0,0
25,Riviera Beach Fire Rescue,1,0,0,0,0,1,0,1,0,0,0
23,Coral Gables Fire and Rescue Department,1,0,0,0,0,1,0,1,0,0,0
66,Delray Beach Fire-Rescue Department,1,0,0,0,0,1,0,1,0,0,0
110,Richmond Fire and Emergency Services,1,0,0,0,0,1,0,1,0,0,0
268,Sacramento Metropolitan Fire District,1,0,0,0,0,1,0,1,0,0,0
419,San Francisco Fire Department,1,0,0,0,0,1,0,1,0,0,0
60,Alexandria Fire Department,1,0,0,0,0,1,0,1,0,0,0
86,Richland Fire and Emergency Services,1,0,0,0,0,1,0,1,0,0,0
158,Broward County Sheriffs Office Department of Fire Rescue,1,0,0,0,0,1,0,1,0,0,0
7,Southern Platte Fire Protection District,1,0,0,0,0,1,0,1,0,0,0
19,Rogers Fire Department,1,0,0,0,0,1,0,1,0,0,0
3,Simsbury Volunteer Fire Department,1,0,0,0,0,1,0,1,0,0,0
14,South Adams County Fire Protection District,1,0,0,0,0,1,0,1,0,0,0
116,City of Saint Paul Fire Department,1,0,0,0,0,1,0,1,0,0,0
15,Delaware Fire Department,1,0,0,0,0,1,0,1,0,0,0
110,Ontario Fire Department,1,0,0,0,0,1,0,1,0,0,0
1071,Los Angeles County Fire Department,1,0,0,0,0,1,0,1,0,0,0
161,Orlando Fire Department,1,0,0,0,0,1,0,1,0,0,0
24,Kingston Fire and Rescue,1,0,0,0,0,1,0,1,0,0,0
76,West Palm Beach Fire Department,1,0,0,0,0,1,0,1,0,0,0
6,Torrington Fire Department,1,0,0,0,0,1,0,1,0,0,0
49,Loudoun County Fire Rescue and EMS,1,0,0,0,0,1,0,1,0,0,0
86,Pasco Fire Department,1,0,0,0,0,1,0,1,0,0,0
22,East Pierce Fire and Rescue,1,0,0,0,0,1,0,1,0,0,0
1,Cicero Fire Department,1,0,0,0,0,1,0,1,0,0,0
56,Northwest Fire District,1,0,0,0,0,1,0,1,0,0,0
67,Hall County Fire Services,1,0,0,0,0,1,0,1,0,0,0
3,Fairmount Fire Protection District,1,0,0,0,0,1,0,1,0,0,0
19,New Rochelle Fire Department,1,0,0,0,0,1,0,1,0,0,0
85,Newport News Fire Department,1,0,0,0,0,1,0,1,0,0,0
135,Lexington Fire Department,1,0,0,0,0,1,0,1,0,0,0
106,West Metro Fire Rescue,1,0,0,0,0,1,0,1,0,0,0
4,Toms River Fire District 1,1,0,0,0,0,1,0,1,0,0,0
228,Anne Arundel County Fire Department,1,0,0,0,0,1,0,1,0,0,0
20,City of Fairfax Fire Department,1,0,0,0,0,1,0,1,0,0,0
55,Bellevue Fire Department,1,0,0,0,0,1,0,1,0,0,0
3,Jackson Township Fire Department,1,0,0,0,0,1,0,1,0,0,0
91,The Villages Public Safety Department,1,0,0,0,0,1,0,1,0,0,0
52,Golder Ranch Fire District,1,0,0,0,0,1,0,1,0,0,0
6,Noblesville Fire Department,1,0,0,0,0,1,0,1,0,0,0
24,Beavercreek Township Fire Department,1,0,0,0,0,1,0,1,0,0,0
39,City of Roseville Fire Department,1,0,0,0,0,1,0,1,0,0,0
267,Tucson Fire Department,1,0,0,0,0,1,0,1,0,0,0
416,Orange County Fire Rescue Department,1,0,0,0,0,1,0,1,0,0,0
10,St Louis Park Fire Department,1,0,0,0,0,1,0,1,0,0,0
54,Starwest Tech RMZ,1,0,0,0,0,1,0,1,0,0,0
274,Albuquerque Fire Rescue,1,0,0,0,0,1,0,1,0,0,0
17,Jackson County Fire District 3,1,0,0,0,0,1,0,1,0,0,0
32,Jersey City Fire Department,1,0,0,0,0,1,0,1,0,0,0
196,Mesa Fire and Medical Department,1,0,0,0,0,1,0,1,0,0,0
21,Carmel Fire Department,1,0,0,0,0,1,0,1,0,0,0
31,Adams County Fire Protection District,1,0,0,0,0,1,0,1,0,0,0
394,Memphis Division of Fire Services,1,0,0,0,0,1,0,1,0,0,0
65,City of Fort Myers Fire Department,1,0,0,0,0,1,0,1,0,0,0
735,Miami-Dade Fire Rescue Department,1,0,0,0,0,1,0,1,0,0,0
14,Fishers Fire and Emergency Services,1,0,0,0,0,1,0,1,0,0,0
111,The Villages Public Safety Department,1,0,0,0,0,0,1,1,0,0,0
10,Delaware Fire Department,1,0,0,0,0,0,1,1,0,0,0
73,Richland Fire and Emergency Services,1,0,0,0,0,0,1,1,0,0,0
40,Jersey City Fire Department,1,0,0,0,0,0,1,1,0,0,0
111,West Metro Fire Rescue,1,0,0,0,0,0,1,1,0,0,0
64,Starwest Tech RMZ,1,0,0,0,0,0,1,1,0,0,0
27,City of Fairfax Fire Department,1,0,0,0,0,0,1,1,0,0,0
214,Boston Fire Department,1,0,0,0,0,0,1,1,0,0,0
18,South Adams County Fire Protection District,1,0,0,0,0,0,1,1,0,0,0
2,Fairmount Fire Protection District,1,0,0,0,0,0,1,1,0,0,0
145,Orlando Fire Department,1,0,0,0,0,0,1,1,0,0,0
448,Orange County Fire Rescue Department,1,0,0,0,0,0,1,1,0,0,0
249,Sacramento Metropolitan Fire District,1,0,0,0,0,0,1,1,0,0,0
153,Lexington Fire Department,1,0,0,0,0,0,1,1,0,0,0
225,Albuquerque Fire Rescue,1,0,0,0,0,0,1,1,0,0,0
414,San Francisco Fire Department,1,0,0,0,0,0,1,1,0,0,0
134,City of Saint Paul Fire Department,1,0,0,0,0,0,1,1,0,0,0
101,Richmond Fire and Emergency Services,1,0,0,0,0,0,1,1,0,0,0
9,Fishers Fire and Emergency Services,1,0,0,0,0,0,1,1,0,0,0
18,Noblesville Fire Department,1,0,0,0,0,0,1,1,0,0,0
53,Cosumnes Community Services District Fire Department,1,0,0,0,0,0,1,1,0,0,0
51,Northwest Fire District,1,0,0,0,0,0,1,1,0,0,0
89,Loudoun County Fire Rescue and EMS,1,0,0,0,0,0,1,1,0,0,0
14,Carmel Fire Department,1,0,0,0,0,0,1,1,0,0,0
2,Southern Platte Fire Protection District,1,0,0,0,0,0,1,1,0,0,0
106,Ontario Fire Department,1,0,0,0,0,0,1,1,0,0,0
71,City of Fort Myers Fire Department,1,0,0,0,0,0,1,1,0,0,0
48,City of Roseville Fire Department,1,0,0,0,0,0,1,1,0,0,0
93,Alexandria Fire Department,1,0,0,0,0,0,1,1,0,0,0
90,Newport News Fire Department,1,0,0,0,0,0,1,1,0,0,0
62,Golder Ranch Fire District,1,0,0,0,0,0,1,1,0,0,0
73,Pasco Fire Department,1,0,0,0,0,0,1,1,0,0,0
5,Torrington Fire Department,1,0,0,0,0,0,1,1,0,0,0
8,City of Westfield Fire Department,1,0,0,0,0,0,1,1,0,0,0
7,Kingston Fire and Rescue,1,0,0,0,0,0,1,1,0,0,0
56,Delray Beach Fire-Rescue Department,1,0,0,0,0,0,1,1,0,0,0
1049,Los Angeles County Fire Department,1,0,0,0,0,0,1,1,0,0,0
658,Miami-Dade Fire Rescue Department,1,0,0,0,0,0,1,1,0,0,0
16,Riviera Beach Fire Rescue,1,0,0,0,0,0,1,1,0,0,0
21,East Pierce Fire and Rescue,1,0,0,0,0,0,1,1,0,0,0
422,Memphis Division of Fire Services,1,0,0,0,0,0,1,1,0,0,0
26,Coral Gables Fire and Rescue Department,1,0,0,0,0,0,1,1,0,0,0
206,Mesa Fire and Medical Department,1,0,0,0,0,0,1,1,0,0,0
245,Tucson Fire Department,1,0,0,0,0,0,1,1,0,0,0
17,Plainfield Fire Protection District,1,0,0,0,0,0,1,1,0,0,0
24,Jackson County Fire District 3,1,0,0,0,0,0,1,1,0,0,0
18,Rogers Fire Department,1,0,0,0,0,0,1,1,0,0,0
11,St Louis Park Fire Department,1,0,0,0,0,0,1,1,0,0,0
2,Simsbury Volunteer Fire Department,1,0,0,0,0,0,1,1,0,0,0
678,Clark County Fire Department,1,0,0,0,0,0,1,1,0,0,0
2,Cicero Fire Department,1,0,0,0,0,0,1,1,0,0,0
25,Beavercreek Township Fire Department,1,0,0,0,0,0,1,1,0,0,0
39,Adams County Fire Protection District,1,0,0,0,0,0,1,1,0,0,0
53,Bellevue Fire Department,1,0,0,0,0,0,1,1,0,0,0
115,Broward County Sheriffs Office Department of Fire Rescue,1,0,0,0,0,0,1,1,0,0,0
5,Toms River Fire District 1,1,0,0,0,0,0,1,1,0,0,0
70,West Palm Beach Fire Department,1,0,0,0,0,0,1,1,0,0,0
3,Jackson Township Fire Department,1,0,0,0,0,0,1,1,0,0,0
30,New Rochelle Fire Department,1,0,0,0,0,0,1,1,0,0,0
272,Anne Arundel County Fire Department,1,0,0,0,0,0,1,1,0,0,0
57,Hall County Fire Services,1,0,0,0,0,0,1,1,0,0,0
38,Jersey City Fire Department,1,0,0,0,1,0,0,1,0,0,0
23,South Adams County Fire Protection District,1,0,0,0,1,0,0,1,0,0,0
1,Simsbury Volunteer Fire Department,1,0,0,0,1,0,0,1,0,0,0
6,Southern Platte Fire Protection District,1,0,0,0,1,0,0,1,0,0,0
224,Mesa Fire and Medical Department,1,0,0,0,1,0,0,1,0,0,0
1066,Los Angeles County Fire Department,1,0,0,0,1,0,0,1,0,0,0
460,Orange County Fire Rescue Department,1,0,0,0,1,0,0,1,0,0,0
122,Richmond Fire and Emergency Services,1,0,0,0,1,0,0,1,0,0,0
274,Tucson Fire Department,1,0,0,0,1,0,0,1,0,0,0
94,The Villages Public Safety Department,1,0,0,0,1,0,0,1,0,0,0
105,Ontario Fire Department,1,0,0,0,1,0,0,1,0,0,0
24,Jackson County Fire District 3,1,0,0,0,1,0,0,1,0,0,0
21,Rogers Fire Department,1,0,0,0,1,0,0,1,0,0,0
52,Golder Ranch Fire District,1,0,0,0,1,0,0,1,0,0,0
15,City of Fairfax Fire Department,1,0,0,0,1,0,0,1,0,0,0
4,Toms River Fire District 1,1,0,0,0,1,0,0,1,0,0,0
113,West Metro Fire Rescue,1,0,0,0,1,0,0,1,0,0,0
1,Cicero Fire Department,1,0,0,0,1,0,0,1,0,0,0
39,Northwest Fire District,1,0,0,0,1,0,0,1,0,0,0
75,Loudoun County Fire Rescue and EMS,1,0,0,0,1,0,0,1,0,0,0
50,Cosumnes Community Services District Fire Department,1,0,0,0,1,0,0,1,0,0,0
68,Hall County Fire Services,1,0,0,0,1,0,0,1,0,0,0
16,Noblesville Fire Department,1,0,0,0,1,0,0,1,0,0,0
8,Torrington Fire Department,1,0,0,0,1,0,0,1,0,0,0
3,City of Westfield Fire Department,1,0,0,0,1,0,0,1,0,0,0
31,Beavercreek Township Fire Department,1,0,0,0,1,0,0,1,0,0,0
17,Carmel Fire Department,1,0,0,0,1,0,0,1,0,0,0
19,New Rochelle Fire Department,1,0,0,0,1,0,0,1,0,0,0
13,Delaware Fire Department,1,0,0,0,1,0,0,1,0,0,0
20,Coral Gables Fire and Rescue Department,1,0,0,0,1,0,0,1,0,0,0
64,Alexandria Fire Department,1,0,0,0,1,0,0,1,0,0,0
670,Miami-Dade Fire Rescue Department,1,0,0,0,1,0,0,1,0,0,0
19,Fishers Fire and Emergency Services,1,0,0,0,1,0,0,1,0,0,0
48,Bellevue Fire Department,1,0,0,0,1,0,0,1,0,0,0
16,Riviera Beach Fire Rescue,1,0,0,0,1,0,0,1,0,0,0
421,Memphis Division of Fire Services,1,0,0,0,1,0,0,1,0,0,0
91,Newport News Fire Department,1,0,0,0,1,0,0,1,0,0,0
64,City of Fort Myers Fire Department,1,0,0,0,1,0,0,1,0,0,0
286,Sacramento Metropolitan Fire District,1,0,0,0,1,0,0,1,0,0,0
236,Albuquerque Fire Rescue,1,0,0,0,1,0,0,1,0,0,0
137,Broward County Sheriffs Office Department of Fire Rescue,1,0,0,0,1,0,0,1,0,0,0
217,Boston Fire Department,1,0,0,0,1,0,0,1,0,0,0
50,City of Roseville Fire Department,1,0,0,0,1,0,0,1,0,0,0
17,Kingston Fire and Rescue,1,0,0,0,1,0,0,1,0,0,0
60,Starwest Tech RMZ,1,0,0,0,1,0,0,1,0,0,0
155,Orlando Fire Department,1,0,0,0,1,0,0,1,0,0,0
107,City of Saint Paul Fire Department,1,0,0,0,1,0,0,1,0,0,0
42,Adams County Fire Protection District,1,0,0,0,1,0,0,1,0,0,0
668,Clark County Fire Department,1,0,0,0,1,0,0,1,0,0,0
63,West Palm Beach Fire Department,1,0,0,0,1,0,0,1,0,0,0
47,Delray Beach Fire-Rescue Department,1,0,0,0,1,0,0,1,0,0,0
249,Anne Arundel County Fire Department,1,0,0,0,1,0,0,1,0,0,0
175,Lexington Fire Department,1,0,0,0,1,0,0,1,0,0,0
400,San Francisco Fire Department,1,0,0,0,1,0,0,1,0,0,0
76,Pasco Fire Department,1,0,0,0,1,0,0,1,0,0,0
41,East Pierce Fire and Rescue,1,0,0,0,1,0,0,1,0,0,0
16,Plainfield Fire Protection District,1,0,0,0,1,0,0,1,0,0,0
76,Richland Fire and Emergency Services,1,0,0,0,1,0,0,1,0,0,0
7,St Louis Park Fire Department,1,0,0,0,1,0,0,1,0,0,0
51,Delray Beach Fire-Rescue Department,1,1,0,0,0,0,0,1,0,0,0
24,New Rochelle Fire Department,1,1,0,0,0,0,0,1,0,0,0
234,Sacramento Metropolitan Fire District,1,1,0,0,0,0,0,1,0,0,0
707,Miami-Dade Fire Rescue Department,1,1,0,0,0,0,0,1,0,0,0
12,Fishers Fire and Emergency Services,1,1,0,0,0,0,0,1,0,0,0
19,City of Fairfax Fire Department,1,1,0,0,0,0,0,1,0,0,0
3,Sheridan Fire Department,1,1,0,0,0,0,0,1,0,0,0
1,Simsbury Volunteer Fire Department,1,1,0,0,0,0,0,1,0,0,0
62,Alexandria Fire Department,1,1,0,0,0,0,0,1,0,0,0
16,Beavercreek Township Fire Department,1,1,0,0,0,0,0,1,0,0,0
72,Hall County Fire Services,1,1,0,0,0,0,0,1,0,0,0
172,Orlando Fire Department,1,1,0,0,0,0,0,1,0,0,0
24,South Adams County Fire Protection District,1,1,0,0,0,0,0,1,0,0,0
54,Bellevue Fire Department,1,1,0,0,0,0,0,1,0,0,0
27,Delaware Fire Department,1,1,0,0,0,0,0,1,0,0,0
1,Cicero Fire Department,1,1,0,0,0,0,0,1,0,0,0
18,Noblesville Fire Department,1,1,0,0,0,0,0,1,0,0,0
1,Wayne Township Volunteer Fire Department,1,1,0,0,0,0,0,1,0,0,0
25,East Pierce Fire and Rescue,1,1,0,0,0,0,0,1,0,0,0
74,Pasco Fire Department,1,1,0,0,0,0,0,1,0,0,0
40,Cosumnes Community Services District Fire Department,1,1,0,0,0,0,0,1,0,0,0
163,Lexington Fire Department,1,1,0,0,0,0,0,1,0,0,0
47,Northwest Fire District,1,1,0,0,0,0,0,1,0,0,0
112,City of Saint Paul Fire Department,1,1,0,0,0,0,0,1,0,0,0
6,Torrington Fire Department,1,1,0,0,0,0,0,1,0,0,0
44,Loudoun County Fire Rescue and EMS,1,1,0,0,0,0,0,1,0,0,0
50,City of Roseville Fire Department,1,1,0,0,0,0,0,1,0,0,0
20,Jackson County Fire District 3,1,1,0,0,0,0,0,1,0,0,0
1,Fairmount Fire Protection District,1,1,0,0,0,0,0,1,0,0,0
243,Boston Fire Department,1,1,0,0,0,0,0,1,0,0,0
10,City of Westfield Fire Department,1,1,0,0,0,0,0,1,0,0,0
13,Kingston Fire and Rescue,1,1,0,0,0,0,0,1,0,0,0
66,City of Fort Myers Fire Department,1,1,0,0,0,0,0,1,0,0,0
53,Adams County Fire Protection District,1,1,0,0,0,0,0,1,0,0,0
252,Albuquerque Fire Rescue,1,1,0,0,0,0,0,1,0,0,0
2,Jackson Township Fire Department,1,1,0,0,0,0,0,1,0,0,0
64,Starwest Tech RMZ,1,1,0,0,0,0,0,1,0,0,0
35,Jersey City Fire Department,1,1,0,0,0,0,0,1,0,0,0
211,Mesa Fire and Medical Department,1,1,0,0,0,0,0,1,0,0,0
752,Clark County Fire Department,1,1,0,0,0,0,0,1,0,0,0
465,Orange County Fire Rescue Department,1,1,0,0,0,0,0,1,0,0,0
108,Richmond Fire and Emergency Services,1,1,0,0,0,0,0,1,0,0,0
259,Anne Arundel County Fire Department,1,1,0,0,0,0,0,1,0,0,0
9,Plainfield Fire Protection District,1,1,0,0,0,0,0,1,0,0,0
240,Tucson Fire Department,1,1,0,0,0,0,0,1,0,0,0
3,Toms River Fire District 1,1,1,0,0,0,0,0,1,0,0,0
1088,Los Angeles County Fire Department,1,1,0,0,0,0,0,1,0,0,0
74,Richland Fire and Emergency Services,1,1,0,0,0,0,0,1,0,0,0
33,Coral Gables Fire and Rescue Department,1,1,0,0,0,0,0,1,0,0,0
11,St Louis Park Fire Department,1,1,0,0,0,0,0,1,0,0,0
76,West Palm Beach Fire Department,1,1,0,0,0,0,0,1,0,0,0
70,Golder Ranch Fire District,1,1,0,0,0,0,0,1,0,0,0
96,Newport News Fire Department,1,1,0,0,0,0,0,1,0,0,0
391,Memphis Division of Fire Services,1,1,0,0,0,0,0,1,0,0,0
91,The Villages Public Safety Department,1,1,0,0,0,0,0,1,0,0,0
26,Riviera Beach Fire Rescue,1,1,0,0,0,0,0,1,0,0,0
23,Carmel Fire Department,1,1,0,0,0,0,0,1,0,0,0
137,Broward County Sheriffs Office Department of Fire Rescue,1,1,0,0,0,0,0,1,0,0,0
407,San Francisco Fire Department,1,1,0,0,0,0,0,1,0,0,0
85,Ontario Fire Department,1,1,0,0,0,0,0,1,0,0,0
5,Southern Platte Fire Protection District,1,1,0,0,0,0,0,1,0,0,0
107,West Metro Fire Rescue,1,1,0,0,0,0,0,1,0,0,0
25,Rogers Fire Department,1,1,0,0,0,0,0,1,0,0,0
1,Jackson Township Fire Department,1,0,1,0,0,0,0,1,0,0,0
42,Adams County Fire Protection District,1,0,1,0,0,0,0,1,0,0,0
20,South Adams County Fire Protection District,1,0,1,0,0,0,0,1,0,0,0
66,Golder Ranch Fire District,1,0,1,0,0,0,0,1,0,0,0
46,Cosumnes Community Services District Fire Department,1,0,1,0,0,0,0,1,0,0,0
152,Broward County Sheriffs Office Department of Fire Rescue,1,0,1,0,0,0,0,1,0,0,0
92,Newport News Fire Department,1,0,1,0,0,0,0,1,0,0,0
5,Toms River Fire District 1,1,0,1,0,0,0,0,1,0,0,0
71,The Villages Public Safety Department,1,0,1,0,0,0,0,1,0,0,0
85,West Palm Beach Fire Department,1,0,1,0,0,0,0,1,0,0,0
62,Hall County Fire Services,1,0,1,0,0,0,0,1,0,0,0
39,New Rochelle Fire Department,1,0,1,0,0,0,0,1,0,0,0
1,Wayne Township Volunteer Fire Department,1,0,1,0,0,0,0,1,0,0,0
13,City of Fairfax Fire Department,1,0,1,0,0,0,0,1,0,0,0
120,City of Saint Paul Fire Department,1,0,1,0,0,0,0,1,0,0,0
176,Orlando Fire Department,1,0,1,0,0,0,0,1,0,0,0
12,Rogers Fire Department,1,0,1,0,0,0,0,1,0,0,0
67,Alexandria Fire Department,1,0,1,0,0,0,0,1,0,0,0
716,Clark County Fire Department,1,0,1,0,0,0,0,1,0,0,0
239,Anne Arundel County Fire Department,1,0,1,0,0,0,0,1,0,0,0
1,Sheridan Fire Department,1,0,1,0,0,0,0,1,0,0,0
17,Jackson County Fire District 3,1,0,1,0,0,0,0,1,0,0,0
79,Richland Fire and Emergency Services,1,0,1,0,0,0,0,1,0,0,0
6,St Louis Park Fire Department,1,0,1,0,0,0,0,1,0,0,0
96,West Metro Fire Rescue,1,0,1,0,0,0,0,1,0,0,0
50,Delray Beach Fire-Rescue Department,1,0,1,0,0,0,0,1,0,0,0
51,City of Fort Myers Fire Department,1,0,1,0,0,0,0,1,0,0,0
16,Kingston Fire and Rescue,1,0,1,0,0,0,0,1,0,0,0
23,Carmel Fire Department,1,0,1,0,0,0,0,1,0,0,0
24,Riviera Beach Fire Rescue,1,0,1,0,0,0,0,1,0,0,0
387,San Francisco Fire Department,1,0,1,0,0,0,0,1,0,0,0
7,Southern Platte Fire Protection District,1,0,1,0,0,0,0,1,0,0,0
389,Memphis Division of Fire Services,1,0,1,0,0,0,0,1,0,0,0
102,Richmond Fire and Emergency Services,1,0,1,0,0,0,0,1,0,0,0
217,Albuquerque Fire Rescue,1,0,1,0,0,0,0,1,0,0,0
67,Ontario Fire Department,1,0,1,0,0,0,0,1,0,0,0
191,Mesa Fire and Medical Department,1,0,1,0,0,0,0,1,0,0,0
60,Starwest Tech RMZ,1,0,1,0,0,0,0,1,0,0,0
417,Orange County Fire Rescue Department,1,0,1,0,0,0,0,1,0,0,0
7,Plainfield Fire Protection District,1,0,1,0,0,0,0,1,0,0,0
29,Jersey City Fire Department,1,0,1,0,0,0,0,1,0,0,0
23,Coral Gables Fire and Rescue Department,1,0,1,0,0,0,0,1,0,0,0
214,Tucson Fire Department,1,0,1,0,0,0,0,1,0,0,0
1053,Los Angeles County Fire Department,1,0,1,0,0,0,0,1,0,0,0
14,Fishers Fire and Emergency Services,1,0,1,0,0,0,0,1,0,0,0
759,Miami-Dade Fire Rescue Department,1,0,1,0,0,0,0,1,0,0,0
1,Fairmount Fire Protection District,1,0,1,0,0,0,0,1,0,0,0
243,Boston Fire Department,1,0,1,0,0,0,0,1,0,0,0
6,Torrington Fire Department,1,0,1,0,0,0,0,1,0,0,0
17,Delaware Fire Department,1,0,1,0,0,0,0,1,0,0,0
79,Pasco Fire Department,1,0,1,0,0,0,0,1,0,0,0
43,Northwest Fire District,1,0,1,0,0,0,0,1,0,0,0
12,City of Westfield Fire Department,1,0,1,0,0,0,0,1,0,0,0
31,City of Roseville Fire Department,1,0,1,0,0,0,0,1,0,0,0
233,Sacramento Metropolitan Fire District,1,0,1,0,0,0,0,1,0,0,0
49,Bellevue Fire Department,1,0,1,0,0,0,0,1,0,0,0
57,Loudoun County Fire Rescue and EMS,1,0,1,0,0,0,0,1,0,0,0
35,East Pierce Fire and Rescue,1,0,1,0,0,0,0,1,0,0,0
15,Noblesville Fire Department,1,0,1,0,0,0,0,1,0,0,0
30,Beavercreek Township Fire Department,1,0,1,0,0,0,0,1,0,0,0
156,Lexington Fire Department,1,0,1,0,0,0,0,1,0,0,0
218,Tucson Fire Department,1,0,0,1,0,0,0,1,0,0,0
14,Plainfield Fire Protection District,1,0,0,1,0,0,0,1,0,0,0
64,Newport News Fire Department,1,0,0,1,0,0,0,1,0,0,0
2,Wayne Township Volunteer Fire Department,1,0,0,1,0,0,0,1,0,0,0
198,Mesa Fire and Medical Department,1,0,0,1,0,0,0,1,0,0,0
612,Miami-Dade Fire Rescue Department,1,0,0,1,0,0,0,1,0,0,0
400,Memphis Division of Fire Services,1,0,0,1,0,0,0,1,0,0,0
17,Rogers Fire Department,1,0,0,1,0,0,0,1,0,0,0
19,Jackson County Fire District 3,1,0,0,1,0,0,0,1,0,0,0
73,Pasco Fire Department,1,0,0,1,0,0,0,1,0,0,0
59,Hall County Fire Services,1,0,0,1,0,0,0,1,0,0,0
15,Kingston Fire and Rescue,1,0,0,1,0,0,0,1,0,0,0
17,Riviera Beach Fire Rescue,1,0,0,1,0,0,0,1,0,0,0
69,Alexandria Fire Department,1,0,0,1,0,0,0,1,0,0,0
23,New Rochelle Fire Department,1,0,0,1,0,0,0,1,0,0,0
9,City of Westfield Fire Department,1,0,0,1,0,0,0,1,0,0,0
1,Cicero Fire Department,1,0,0,1,0,0,0,1,0,0,0
37,Delray Beach Fire-Rescue Department,1,0,0,1,0,0,0,1,0,0,0
13,Beavercreek Township Fire Department,1,0,0,1,0,0,0,1,0,0,0
142,Broward County Sheriffs Office Department of Fire Rescue,1,0,0,1,0,0,0,1,0,0,0
70,West Palm Beach Fire Department,1,0,0,1,0,0,0,1,0,0,0
42,Bellevue Fire Department,1,0,0,1,0,0,0,1,0,0,0
9,Torrington Fire Department,1,0,0,1,0,0,0,1,0,0,0
73,Richland Fire and Emergency Services,1,0,0,1,0,0,0,1,0,0,0
12,Delaware Fire Department,1,0,0,1,0,0,0,1,0,0,0
13,Fishers Fire and Emergency Services,1,0,0,1,0,0,0,1,0,0,0
112,City of Saint Paul Fire Department,1,0,0,1,0,0,0,1,0,0,0
46,Cosumnes Community Services District Fire Department,1,0,0,1,0,0,0,1,0,0,0
